社員ID,名字,名前,名字フリガナ,名前フリガナ,生年月日（西暦）,入社年月,エンジニア歴,扱える言語,経歴,研修の受講歴,技術力,受講態度,コミュニケーション能力,リーダーシップ,備考,更新日
OXTTSNK,石川,洋,イシカワ,ヒロシ,1980年10月8日,2013年6月9日,170,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
MFUOCFD,高橋,千春,タカハシ,チハル,1976年6月15日,2019年5月15日,292,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
CHYTL5J,野田,健太,ノダ,ケンタ,1994年3月3日,2015年7月19日,17,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
VIEXEOJ,梅原,まさみ,ウメハラ,マサミ,1974年2月2日,2008年12月21日,60,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
7CEI6LN,伊地知,幸雄,イチジ,タカオ,1979年10月19日,2017年1月17日,96,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
HS9CW1B,根岸,淳一,ネギシ,ジュンイチ,1981年7月25日,2022年10月11日,123,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
086OEEO,千坂,拓也,チザカ,タクヤ,1993年6月14日,2016年5月7日,74,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
7JDXHO1,木村,一郎,キムラ,イチロウ,1993年1月30日,2006年11月14日,99,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
DWDXCG3,相川,真弓,アイカワ,マユミ,1998年10月1日,2005年8月21日,382,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
MMNRXS1,奥村,拓也,オクムラ,タクヤ,1990年8月30日,2014年12月9日,10,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
H4XVICF,本間,宏一,ホンマ,カズヒロ,1990年10月22日,2019年8月24日,304,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
YGE88JA,照屋,章博,テルヤ,マサヒロ,1979年10月20日,2007年5月31日,561,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
VPV2F5T,岡田,暢彦,オカダ,カモヒコ,1982年5月15日,2005年6月24日,25,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
IXHSEHB,矢野,裕介,ヤノ,ユウスケ,1991年10月1日,2009年3月13日,88,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
T7DTDJL,鄭,雅和,ナラ,マサナリ,1995年7月1日,2006年6月25日,412,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
MW82506,小林,隆子,コバヤシ,タカコ,1972年6月20日,2014年5月3日,572,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
XB6UH3V,平田,謙一,ヒラダ,ケンイチ,1979年10月10日,2017年8月13日,114,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
1G7AK7T,岩田,貴行,イワタ,タカユキ,1993年10月6日,2010年1月30日,272,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
EA0EZF1,利光,耕治,トシミツ,コウジ,1995年4月13日,2014年7月28日,94,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
0UJDPV3,岡本,信行,オカモト,ノブユキ,1984年1月11日,2014年2月9日,302,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
LQVUW3R,仲谷,みさと,ナカタニ,ミサト,1981年7月27日,2010年3月21日,254,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
S4M0KYK,立花,薫,タチバナ,カオリ,1984年11月14日,2020年5月28日,234,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
SNOM8AR,奥村,智也,オクムラ,トモナリ,1993年1月25日,2022年12月7日,59,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
SNB5KEB,宮坂,高広,ミヤサカ,タカヒロ,1981年12月11日,2019年9月2日,358,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
7FU8K33,廣瀬,智美,ヒロセ,トモミ,1988年11月6日,2010年2月26日,341,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
NJPBTU7,島田,和則,シマダ,カズノリ,1988年11月17日,2014年1月24日,396,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
AETIAYR,葛原,邦彦,クズハラ,クニヒコ,1980年4月18日,2006年2月22日,424,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
6MP61NR,鈴木,友紀子,スズキ,ユキコ,1998年11月18日,2017年4月18日,394,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
ESQQ8X8,馬場,徹,ババ,トオル,1977年12月5日,2012年5月9日,502,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
K700IME,橋本,耕太郎,ハシモト,コウタロウ,1991年3月27日,2012年2月19日,1,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
3FWZSBG,小山田,靖子,コヤマダ,ハルコ,1981年1月2日,2009年2月2日,188,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
EKXNN10,冨川,和子,トミカワ,カズコ,1995年8月22日,2005年10月8日,88,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
0ET3O6K,山本,淳一,ヤマモト,ジュンイチ,1983年8月29日,2007年7月5日,122,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
ZSSN5AN,大久保,諭,オオクボ,サトシ,1987年9月3日,2014年10月18日,433,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
P9ZM8GC,原田,裕子,ハラダ,ユウコ,1974年1月26日,2005年6月5日,563,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
Y7N5DMS,村田,哲平,ムラタ,ケンペイ,1994年3月13日,2023年2月13日,122,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
3YX62EX,崎山,洋治,サキヤマ,ヨウジ,1981年12月12日,2012年5月14日,104,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
1YTOMWU,軍司,宏幸,グンシ,ヒロサチ,1995年11月22日,2007年8月14日,350,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
9SF4814,土橋,大樹,ツチハシ,タイジュ,1987年12月30日,2017年8月4日,525,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
5DGVAPG,森,裕美,モリ,ユミ,1980年10月23日,2023年11月24日,319,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
V3L5FBF,神谷,浩晃,カミヤ,ヒロアキ,1983年5月17日,2010年2月5日,17,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
HZ4KXUV,大川,晃弘,オオカワ,アキヒロ,1996年3月25日,2018年5月7日,574,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
5KE98VS,山本,孝典,ヤマモト,コウノリ,1999年11月6日,2013年7月4日,557,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
SI5WDHP,福井,拓実,フクイ,タクミ,1984年10月6日,2013年11月25日,384,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
W9OA1P9,星野,さおり,ホシノ,サオリ,1976年10月22日,2011年12月23日,198,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
UKUVM0Y,窪田,大輔,クボタ,ダイスケ,1970年11月13日,2012年4月5日,39,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
M49Z4W6,大屋,輝彦,オオヤ,テルヒコ,1986年8月20日,2009年9月7日,9,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
3L0H3MM,長谷川,由里子,ハセガワ,ユリコ,1993年11月22日,2011年10月25日,452,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
13T8CPC,喜納,泰,キノリ,ハタ,1989年5月23日,2006年1月29日,20,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
9C3INZY,池田,瞳,イケダ,ヒトミ,1981年10月6日,2021年4月2日,317,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
NPTKUSJ,右近,智恵,ウコン,チエ,1991年10月14日,2018年5月27日,424,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
ITWUJ20,稲嶺,聡,イナレイ,サトル,1999年9月27日,2021年4月16日,294,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
OFU266T,和泉,優一,イズミ,ユウイチ,1991年1月19日,2018年6月11日,191,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
NU89ZMO,渡辺,綾夏,ワタナベ,アヤカ,1998年4月6日,2011年10月15日,196,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
TQ1C79N,山田,竜一,ヤマダ,リュウイチ,1974年5月24日,2017年10月6日,59,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
7LPNGKP,山本,晋一郎,ヤマモト,シンイチロウ,1988年10月24日,2005年9月29日,1,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
1JI048F,秋池,寛之,アキイケ,タカノ,1997年7月25日,2013年3月30日,356,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
D2SZAF5,高橋,真吾,タカハシ,シンゴ,1974年11月12日,2017年1月30日,585,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
M6GVOKQ,藤井,公俊,フジイ,マサトシ,1996年1月15日,2023年9月13日,210,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
PXZ1TQH,若狭,大樹,ワカザマ,タイキ,1981年8月12日,2020年10月11日,487,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
2BSK9LC,石井,貴志,イシイ,タカシ,1987年6月19日,2019年10月18日,16,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
8GHZIPK,大城,豊,オオシロ,ユタカ,1974年12月15日,2023年7月22日,370,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
MOI332E,鶴巻,隆司,ツルマキ,タカシ,1999年7月7日,2023年11月29日,321,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
KBRFOEO,吉村,美香,ヨシムラ,ミカ,1976年2月20日,2012年12月5日,12,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
25YCD57,吉村,涼太,ヨシムラ,リョウタ,1994年4月8日,2015年2月23日,0,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
SWTHFC5,井村,光明,イムラ,ミツアキ,1970年9月29日,2012年3月19日,420,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
IAY3GEH,齋藤,美紀,サイトウ,ミノリ,1997年1月8日,2009年4月7日,111,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
9TJP97X,品川,新,シナガワ,アラタ,1983年3月26日,2007年8月14日,2,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
UD9VOUY,赤沼,光弘,アカヌマ,ミツヒロ,1981年9月5日,2021年11月4日,255,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
D5H8IXU,中村,望,ナカムラ,ノゾミ,1994年8月3日,2020年12月16日,124,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
9A9VOAM,佐瀬,悟,サセ,サトル,1994年6月17日,2023年4月10日,546,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
SGXYG1W,菅原,あやめ,スガハラ,アヤメ,1972年11月12日,2015年8月5日,498,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
TM87XYY,柴田,光,シバタ,ミツル,1974年8月24日,2007年7月20日,386,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
DS7AIKF,沖田,渓,オキタ,ケイ,1971年5月23日,2021年5月2日,409,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
ADNC44O,原田,麻紗子,ハラダ,マサコ,1987年11月8日,2005年3月1日,73,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
RTLSXPZ,遠藤,孝明,エンドウ,タカアキ,1998年4月22日,2016年11月8日,375,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
X64Q1CN,齋藤,亜弥,サイトウ,アヤ,1994年2月28日,2018年9月4日,547,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
G9B33ES,川田,佑太朗,カワタ,ユウタロウ,1999年6月13日,2009年8月23日,371,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
10W4J1C,十亀,晃弘,トガメ,アキヒロ,1994年1月15日,2022年11月13日,379,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
BAKYANC,辻川,絵里,ツジカワ,エリ,1995年11月3日,2010年4月22日,185,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
KGK0QDA,松本,真美,マツモト,マミ,1991年9月14日,2017年10月12日,137,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
C4JIZ3T,山浦,温子,ヤマウラ,オンコ,1986年4月20日,2014年3月24日,292,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
8ENP52M,菊川,直樹,キクカワ,ナオキ,1992年6月4日,2021年1月22日,509,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
DD3LW22,木下,幸子,キノシタ,サチコ,1973年6月23日,2021年5月17日,370,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
H55LN1D,鈴木,淳,スズキ,ジュン,1990年3月21日,2016年6月28日,370,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
962A0A3,佐藤,由佳,サトウ,ユカ,1983年1月29日,2010年8月5日,498,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
W6VNB64,石田,貴美,イシダ,タカミ,1982年4月24日,2021年4月5日,583,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
JB0RD49,梅田,雄大,ウメダ,ユウダイ,1978年4月2日,2012年4月21日,15,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
S10WBMC,渡部,麻衣子,ワタベ,マイコ,1983年9月23日,2006年11月28日,377,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
7WHAQUH,川上,晃士,カワカミ,コウシ,1986年11月27日,2018年6月27日,144,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
6C1K5S3,藤巻,龍介,フジマキ,リュウスケ,1984年11月4日,2015年11月24日,206,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
HIG70VP,柏,みのり,カシワ,ミノリ,1983年2月26日,2005年12月25日,119,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
DMTL8NQ,兼田,義男,カネダ,ヨシオ,1997年3月7日,2020年12月7日,552,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
I961TN1,田中,昌之,タナカ,ショウノ,1999年1月8日,2008年8月27日,520,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
QV5KI2C,飯島,将史,イイジマ,マサシ,1970年3月25日,2015年6月30日,62,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
KKKV7U1,松井,貴子,マツイ,タカコ,1995年3月2日,2010年10月21日,566,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
1YQ4QVU,小野,めぐみ,オノ,メグミ,1989年9月24日,2013年3月7日,286,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
Q642Q48,近藤,祐一,コンドウ,ユウイチ,1982年3月6日,2013年5月20日,125,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
4YAWEE9,星,主税,ホシ,シュゼイ,1989年4月10日,2022年8月5日,224,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
E5MXR91,北中,遊,キタナカ,ユウ,1973年2月22日,2017年3月1日,46,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
LQRINJ4,川嶋,正道,カワシマ,マサミチ,1977年11月13日,2007年11月10日,258,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
G4KZ33Q,増澤,康平,マスザワ,タカヒラ,1992年2月24日,2012年7月27日,439,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
EPSX07W,武永,敬子,ブナガ,ケイコ,1975年3月4日,2012年5月16日,486,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
B7BRXCM,竹中,寛子,タケナカ,ヒロコ,1989年10月1日,2009年6月8日,102,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
K38N6YO,小笠原,雅行,オガサワラ,マサユキ,1982年11月16日,2005年1月2日,398,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
S40OZ1D,草場,裕喜,クサバ,ユキ,1995年6月2日,2023年11月8日,196,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
FCTK4I8,川島,宏,カワシマ,ヒロシ,1976年12月20日,2014年8月12日,595,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
MYR3540,原田,裕子,ハラダ,ユウコ,1970年9月15日,2009年2月4日,390,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
YKHTXJE,高橋,真衣,タカハシ,マイ,1979年1月6日,2015年4月18日,554,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
OV1FEO5,飯塚,裕子,イイヅカ,ユウコ,1988年10月3日,2022年10月8日,18,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
AWISUZ7,杉浦,元,スギウラ,ゲン,1996年4月9日,2011年6月15日,440,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
NZ7229W,井手,徹,イデ,テツル,1982年2月18日,2017年10月17日,412,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
66GI9P2,板井,靖,サカイ,ハル,1992年12月26日,2013年10月15日,96,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
VCJE5BM,伊藤,孝信,イトウ,タカノブ,1972年12月20日,2021年10月7日,91,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
AYQLWKQ,鳥取,直哉,トットリ,ナオヤ,1995年12月8日,2009年10月11日,564,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
WCZQWYR,河原,隆太,カワハラ,ハルタ,1975年11月13日,2006年5月19日,527,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
YOQ36IH,石森,千華,イシモリ,チカ,1976年1月18日,2023年7月31日,171,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
RS1PPS4,小林,翔子,コバヤシ,ショウコ,1996年2月2日,2005年11月3日,574,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
B93QI9V,福田,茂雄,フクダ,シゲオ,1983年4月3日,2016年5月4日,564,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
IVJEW6Z,中村,暁子,ナカムラ,アキコ,1992年7月2日,2017年3月25日,358,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
RG7VQUE,小池,昌宏,コイケ,マサヒロ,1976年11月5日,2008年3月11日,59,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
TOOY80B,増井,賢一,マスイ,ケンイチ,1994年12月18日,2005年10月1日,417,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
TNANB3I,久米,敦志,クルメ,アツシ,1979年9月11日,2013年7月6日,253,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
SJLK2J0,寺田,拓也,テラダ,タクヤ,1976年9月20日,2009年4月28日,87,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
ZI53H83,清水,麻美,シミズ,マミ,1993年9月2日,2012年4月9日,30,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
T053JY2,永岡,一真,ナガオカ,カズマ,1988年6月11日,2012年10月25日,294,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
AWOMGRB,山崎,宏明,ヤマザキ,ヒロアキ,1976年4月19日,2017年8月4日,144,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
9Q27HAM,神宮司,香織,ジングウジ,カオリ,1983年1月21日,2017年12月25日,362,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
4GVO15O,森脇,ゆかり,モリワキ,ユカリ,1981年11月13日,2009年3月21日,335,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
4YBQ3YP,佐藤,稔,サトウ,ネジリ,1996年3月13日,2011年11月1日,308,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
V63KOEF,野田,崇史,ノダ,タカシ,1974年8月29日,2021年5月18日,311,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
S2P4IAC,竹尾,理紗,タケオ,リサ,1971年1月25日,2011年3月20日,305,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
JD0YM77,高橋,綾乃,タカハシ,アヤノ,1982年2月12日,2013年4月9日,241,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
69RF9GB,本田,梨沙,ホンダ,リサ,1984年11月21日,2011年11月7日,122,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
4S1RDQU,石塚,崇弘,イシヅカ,タカヒロ,1970年2月13日,2010年10月18日,453,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
C72CGAE,樫尾,智紀,カシオ,トモノリ,1987年4月5日,2017年10月23日,250,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
XX17G9I,山口,鈴子,ヤマグチ,スズコ,1984年9月6日,2009年3月16日,357,Python・Go,データ分析経験7年,研修2回,4,4,4,3.5,問題解決力高い,2024年5月30日
LK5XATQ,濱田,麻紀,ヒロダ,マキ,1975年8月3日,2011年5月6日,331,JavaScript・React,フロントエンド経験6年,研修3回,4.5,4.5,4.5,4,コミュ力高い,2024年6月10日
ZFI2D2F,鴨田,克徳,カモダ,コクトク,1984年4月1日,2020年9月6日,566,C#・SQL,業務系システム開発経験9年,研修2回,4,3.5,3.5,3.5,安定感あり,2024年4月5日
ZKH06ZD,大野,亮介,オオノ,リョウスケ,1987年9月5日,2010年5月23日,508,Ruby・PHP,Webアプリ開発経験5年,研修1回,4.5,4,4,4,真面目,2024年5月15日
Q41Z2LH,玉野,浩幸,タマノ,ヒロサチ,1997年6月8日,2018年2月24日,500,Swift・Kotlin,モバイルアプリ開発経験4年,研修2回,4,3.5,4,3.5,技術好き,2024年6月5日
EV29AEN,伊藤,友彦,イトウ,トモヒコ,1974年5月12日,2014年10月3日,186,Java・Python,機械学習経験7年,研修3回,5,4.5,4.5,4.5,積極的,2024年4月20日
K6O5GWP,瀬戸,祥一郎,セト,ヨウイチロウ,1991年9月15日,2019年2月9日,470,Java・Python,システム開発経験5年,研修1回,4.5,4,4,3.5,特になし,2024年5月10日
MU6UPOX,森川,広大,モリカワ,コウダイ,1999年11月17日,2009年1月12日,334,JavaScript・HTML・CSS,Webデザイン経験10年,研修3回,5,4.5,4.5,4,積極的,2024年4月22日
RVIXVJX,野村,美奈,ノムラ,ミナ,1987年8月12日,2015年7月15日,525,C++・Python,組み込み開発経験8年,研修2回,4,3.5,4,4,向上心あり,2024年6月1日
M426D87,奥田,喜美,オクダ,ヨシミ,1972年8月14日,2016年10月29日,441,Java・Ruby,サーバーサイド経験5年,研修1回,4.5,4,4.5,4,リーダー経験あり,2024年3月18日
